ID,Name,Score
62320,Name1065,96.38
62321,Name5764,10.61
62322,Name7576,23.67
62323,Name2292,43.98
62324,Name6956,32.64
62325,Name5010,50.33
62326,Name2402,34.80
62327,Name8307,12.25
62328,Name2793,46.96
62329,Name6955,83.32
62330,Name3236,64.69
62331,Name8338,40.10
62332,Name8459,34.85
62333,Name8908,40.85
62334,Name3453,18.09
62335,Name4527,40.52
62336,Name2798,78.12
62337,Name23,84.07
62338,Name2525,28.93
62339,Name1864,88.90
62340,Name9684,46.27
62341,Name2354,8.34
62342,Name1577,46.41
62343,Name9101,68.24
62344,Name745,29.68
62345,Name8360,60.18
62346,Name9185,13.97
62347,Name9529,95.62
62348,Name7855,93.07
62349,Name2274,0.39
62350,Name8439,38.90
62351,Name6228,71.45
62352,Name3596,53.44
62353,Name6011,96.67
62354,Name6226,13.19
62355,Name7185,58.83
62356,Name3416,13.47
62357,Name4454,51.50
62358,Name4249,76.72
62359,Name2535,49.57
62360,Name3628,76.68
62361,Name7269,0.14
62362,Name498,91.58
62363,Name7862,58.44
62364,Name6652,70.94
62365,Name4401,78.28
62366,Name2817,88.83
62367,Name4095,16.36
62368,Name349,40.41
62369,Name8696,2.15
62370,Name262,34.11
62371,Name4520,94.11
62372,Name5034,91.44
62373,Name7903,14.09
62374,Name9911,49.65
62375,Name2292,72.75
62376,Name4233,95.57
62377,Name1580,76.48
62378,Name7940,2.40
62379,Name5187,7.17
62380,Name5780,42.56
62381,Name855,93.68
62382,Name1072,81.99
62383,Name2451,82.83
62384,Name7658,71.52
62385,Name4614,67.80
62386,Name8773,18.82
62387,Name3051,97.02
62388,Name1788,89.33
62389,Name2859,56.03
62390,Name712,40.62
62391,Name6552,68.23
62392,Name1148,58.71
62393,Name7235,66.93
62394,Name1988,2.42
62395,Name7742,79.55
62396,Name9128,25.30
62397,Name8805,76.12
62398,Name2442,5.21
62399,Name5796,40.48
62400,Name9197,72.53
62401,Name1388,39.89
62402,Name4557,7.99
62403,Name2452,31.25
62404,Name9023,88.02
62405,Name3578,62.78
62406,Name9188,37.08
62407,Name1862,4.32
62408,Name7341,86.41
62409,Name5619,24.06
62410,Name5760,68.53
62411,Name608,18.57
62412,Name7145,25.76
62413,Name698,70.96
62414,Name6068,51.45
62415,Name4997,87.54
62416,Name1470,41.29
62417,Name1394,45.89
62418,Name492,12.29
62419,Name4319,26.58
62420,Name6468,86.41
62421,Name5884,72.18
62422,Name6990,26.06
62423,Name1970,85.10
62424,Name5078,53.35
62425,Name9105,89.27
62426,Name2789,18.02
62427,Name6823,75.76
62428,Name2634,51.14
62429,Name6708,6.59
62430,Name3156,8.29
62431,Name7081,46.91
62432,Name5801,54.42
62433,Name2335,53.41
62434,Name671,86.95
62435,Name1255,49.09
62436,Name6701,33.17
62437,Name4432,4.34
62438,Name9020,95.85
62439,Name7727,89.34
62440,Name3152,8.60
62441,Name8647,82.89
62442,Name3648,45.96
62443,Name2220,44.78
62444,Name5356,7.37
62445,Name3813,12.36
62446,Name2079,50.85
62447,Name7684,70.89
62448,Name9733,54.34
62449,Name2107,30.67
62450,Name8819,55.31
62451,Name3081,22.61
62452,Name2763,27.97
62453,Name5973,95.82
62454,Name2325,63.98
62455,Name4273,42.12
62456,Name4036,24.28
62457,Name4091,27.59
62458,Name9600,73.87
62459,Name2764,23.31
62460,Name6000,30.69
62461,Name2651,0.52
62462,Name6362,14.02
62463,Name2346,58.84
62464,Name1997,94.70
62465,Name525,78.61
62466,Name454,37.28
62467,Name5678,11.90
62468,Name8737,1.17
62469,Name2476,64.22
62470,Name9741,68.49
62471,Name7212,35.95
62472,Name2173,13.25
62473,Name9413,87.81
62474,Name9906,28.16
62475,Name4450,26.38
62476,Name3239,23.93
62477,Name230,51.21
62478,Name2364,43.41
62479,Name4446,17.23
62480,Name4041,46.66
62481,Name893,29.39
62482,Name1702,63.47
62483,Name3892,3.03
62484,Name7614,5.89
62485,Name3075,54.33
62486,Name7865,84.74
62487,Name1906,43.24
62488,Name4708,81.03
62489,Name6077,32.42
62490,Name99,91.50
62491,Name1642,99.04
62492,Name2852,94.15
62493,Name9574,63.93
62494,Name4377,49.71
62495,Name5219,16.23
62496,Name9381,93.92
62497,Name7570,31.33
62498,Name1167,80.95
62499,Name3109,41.67
62500,Name2662,81.57
62501,Name4059,42.11
62502,Name5360,54.75
62503,Name4151,86.81
62504,Name6899,2.10
62505,Name9593,53.07
62506,Name4145,95.59
62507,Name351,1.54
62508,Name8663,13.06
62509,Name6185,64.24
62510,Name7255,16.08
62511,Name5598,22.15
62512,Name8552,69.19
62513,Name3524,65.08
62514,Name1489,81.44
62515,Name5213,14.66
62516,Name1514,72.89
62517,Name9570,97.61
62518,Name7703,41.25
62519,Name8992,60.43
62520,Name8850,35.93
62521,Name1618,95.74
62522,Name5145,48.76
62523,Name5901,65.04
62524,Name7315,46.72
62525,Name5071,79.42
62526,Name5724,33.11
62527,Name529,10.13
62528,Name733,9.81
62529,Name186,61.11
62530,Name3383,7.78
62531,Name7512,85.58
62532,Name1706,13.05
62533,Name1352,32.92
62534,Name6228,43.52
62535,Name2350,15.95
62536,Name9515,22.94
62537,Name6111,87.85
62538,Name2985,16.55
62539,Name607,40.82
62540,Name3848,25.93
62541,Name2041,21.59
62542,Name541,61.11
62543,Name1120,86.29
62544,Name9886,35.27
62545,Name8252,13.28
62546,Name3216,19.56
62547,Name5664,19.69
62548,Name6024,5.49
62549,Name3804,86.53
62550,Name2091,37.15
62551,Name8663,58.97
62552,Name8200,25.50
62553,Name6551,68.28
62554,Name6222,98.88
62555,Name4497,91.17
62556,Name1672,53.94
62557,Name8229,42.25
62558,Name8160,44.09
62559,Name8030,73.60
62560,Name7474,74.42
62561,Name3697,8.48
62562,Name8856,23.84
62563,Name6322,58.96
62564,Name1015,62.90
62565,Name2607,20.02
62566,Name9298,24.81
62567,Name4396,19.83
62568,Name4979,4.47
62569,Name2803,52.89
62570,Name6678,71.93
62571,Name1117,94.88
62572,Name9637,72.86
62573,Name9874,46.53
62574,Name4554,25.30
62575,Name9376,40.91
62576,Name6741,95.02
62577,Name161,17.33
62578,Name7487,1.65
62579,Name7992,32.58
62580,Name8727,87.63
62581,Name9727,28.49
62582,Name4784,10.12
62583,Name4611,91.70
62584,Name7492,46.23
62585,Name1721,92.82
62586,Name6670,88.34
62587,Name7873,65.47
62588,Name3361,35.21
62589,Name9665,81.23
62590,Name7600,38.81
62591,Name5128,79.26
62592,Name6991,13.35
62593,Name7443,15.71
62594,Name192,86.29
62595,Name367,13.61
62596,Name522,2.32
62597,Name3821,90.74
62598,Name8793,31.80
62599,Name9421,52.49
62600,Name9254,80.61
62601,Name2049,8.05
62602,Name244,53.79
62603,Name1798,5.11
62604,Name7932,52.24
62605,Name7825,34.98
62606,Name1065,76.70
62607,Name9194,54.97
62608,Name3883,86.76
62609,Name9342,32.17
62610,Name586,74.24
62611,Name5026,57.29
62612,Name8481,65.01
62613,Name4311,10.38
62614,Name2563,20.16
62615,Name9600,12.57
62616,Name2402,54.93
62617,Name1410,3.61
62618,Name9093,23.63
62619,Name4185,42.44
62620,Name280,15.43
62621,Name8513,14.39
62622,Name9241,56.59
62623,Name2986,93.54
62624,Name7761,16.73
62625,Name9323,41.10
62626,Name4121,74.47
62627,Name1469,81.50
62628,Name4255,27.33
62629,Name9165,24.17
62630,Name7427,63.00
62631,Name7038,54.86
62632,Name5361,54.28
62633,Name5620,0.94
62634,Name7294,87.69
62635,Name182,27.11
62636,Name7191,12.55
62637,Name3297,84.82
62638,Name8999,39.02
62639,Name2794,73.95
62640,Name9483,15.27
62641,Name129,46.58
62642,Name2701,27.13
62643,Name2394,74.99
62644,Name5284,20.15
62645,Name3647,78.66
62646,Name2527,93.10
62647,Name3962,59.26
62648,Name3836,83.46
62649,Name8447,41.68
62650,Name1967,36.75
62651,Name1303,79.29
62652,Name970,84.98
62653,Name8144,89.37
62654,Name7287,69.29
62655,Name9872,37.45
62656,Name3395,12.34
62657,Name6839,26.80
62658,Name1985,47.36
62659,Name230,43.88
62660,Name5473,75.40
62661,Name9179,1.22
62662,Name604,34.44
62663,Name2105,28.19
62664,Name3902,50.60
62665,Name8330,46.50
62666,Name5666,28.95
62667,Name5416,17.07
62668,Name6227,97.60
62669,Name5759,84.90
62670,Name5375,43.50
62671,Name3149,40.23
62672,Name2113,7.10
62673,Name244,34.05
62674,Name5268,75.20
62675,Name651,32.04
62676,Name1386,18.13
62677,Name8723,16.87
62678,Name2512,69.07
62679,Name2942,54.92
62680,Name944,17.91
62681,Name1884,36.22
62682,Name9719,99.62
62683,Name869,9.92
62684,Name7571,17.79
62685,Name3291,58.61
62686,Name4293,23.21
62687,Name1542,4.18
62688,Name7313,90.59
62689,Name8209,70.12
62690,Name9362,37.32
62691,Name8806,75.77
62692,Name9070,87.86
62693,Name7732,86.85
62694,Name1185,12.00
62695,Name9324,1.66
62696,Name4107,9.58
62697,Name9949,47.71
62698,Name2091,82.68
62699,Name8825,31.05
62700,Name3772,25.05
62701,Name22,13.90
62702,Name7405,48.46
62703,Name7470,45.19
62704,Name3114,92.78
62705,Name197,82.09
62706,Name7371,51.60
62707,Name9458,78.48
62708,Name7951,73.06
62709,Name4464,70.26
62710,Name1860,6.05
62711,Name374,79.08
62712,Name3849,92.25
62713,Name405,2.03
62714,Name5659,37.27
62715,Name32,6.99
62716,Name6350,97.68
62717,Name2269,39.28
62718,Name751,23.71
62719,Name616,83.13
62720,Name3511,31.46
62721,Name7159,48.39
62722,Name4666,30.23
62723,Name7515,15.82
62724,Name736,67.90
62725,Name7684,34.76
62726,Name990,73.76
62727,Name9473,44.11
62728,Name1923,68.21
62729,Name8171,7.18
62730,Name5029,97.63
62731,Name6757,87.17
62732,Name797,48.03
62733,Name1954,98.84
62734,Name5247,76.36
62735,Name6073,62.89
62736,Name369,65.98
62737,Name1774,50.08
62738,Name7486,62.32
62739,Name6699,6.83
62740,Name3793,85.18
62741,Name6561,67.78
62742,Name7316,88.61
62743,Name3920,57.75
62744,Name771,46.46
62745,Name1142,2.88
62746,Name5670,89.90
62747,Name5235,81.74
62748,Name3849,2.85
62749,Name9779,8.03
62750,Name7122,12.31
62751,Name419,40.74
62752,Name6193,83.39
62753,Name611,47.27
62754,Name5940,81.88
62755,Name1822,11.64
62756,Name7988,84.36
62757,Name7078,64.12
62758,Name1806,52.47
62759,Name8310,69.88
62760,Name9699,82.09
62761,Name3358,79.84
62762,Name7484,83.92
62763,Name9047,40.61
62764,Name499,50.04
62765,Name2912,83.49
62766,Name8606,18.46
62767,Name5610,15.39
62768,Name4626,69.69
62769,Name5708,5.60
62770,Name4409,51.94
62771,Name593,41.32
62772,Name5178,98.80
62773,Name1570,91.30
62774,Name111,91.59
62775,Name2039,22.54
62776,Name2987,99.04
62777,Name5035,30.93
62778,Name981,73.69
62779,Name27,71.73
62780,Name8702,98.62
62781,Name6568,80.44
62782,Name698,86.36
62783,Name2145,7.87
62784,Name4556,44.17
62785,Name1810,42.67
62786,Name3099,20.75
62787,Name8718,90.39
62788,Name4182,71.15
62789,Name7686,58.76
62790,Name8669,8.07
62791,Name7110,88.84
62792,Name4678,36.45
62793,Name3523,16.64
62794,Name1628,4.52
62795,Name4236,21.65
62796,Name3738,23.00
62797,Name9179,56.46
62798,Name1177,57.06
62799,Name4973,19.77
62800,Name57,59.23
62801,Name7627,89.39
62802,Name3528,30.88
62803,Name5809,27.49
62804,Name3127,30.80
62805,Name336,42.08
62806,Name7214,48.97
62807,Name9943,89.02
62808,Name5932,84.06
62809,Name2192,52.25
62810,Name6418,90.54
62811,Name5876,66.52
62812,Name5434,88.37
62813,Name8728,25.25
62814,Name4786,11.34
62815,Name3920,23.88
62816,Name83,93.73
62817,Name7296,86.12
62818,Name9197,87.09
62819,Name2517,4.88
62820,Name3697,72.47
62821,Name9617,38.47
62822,Name1704,80.29
62823,Name8445,50.56
62824,Name4488,96.60
62825,Name1095,49.24
62826,Name4226,90.66
62827,Name7823,86.42
62828,Name5790,78.53
62829,Name8368,89.04
62830,Name3642,55.32
62831,Name2734,66.75
62832,Name1955,92.36
62833,Name7767,58.63
62834,Name6744,13.85
62835,Name1623,72.19
62836,Name2724,19.91
62837,Name8198,54.55
62838,Name8368,77.70
62839,Name7164,4.19
62840,Name34,2.61
62841,Name3792,68.19
62842,Name442,36.56
62843,Name4169,21.17
62844,Name7577,72.64
62845,Name5744,63.38
62846,Name966,75.73
62847,Name9531,87.30
62848,Name7235,28.92
62849,Name4713,43.64
62850,Name773,58.33
62851,Name1808,5.03
62852,Name4450,83.62
62853,Name9090,52.72
62854,Name2123,71.36
62855,Name8328,32.53
62856,Name4277,47.89
62857,Name7076,65.73
62858,Name9400,30.95
62859,Name798,30.67
62860,Name8555,42.45
62861,Name3658,32.89
62862,Name7085,64.66
62863,Name8202,80.91
62864,Name4891,96.20
62865,Name2492,58.96
62866,Name1379,19.72
62867,Name7726,83.99
62868,Name7213,46.68
62869,Name6769,7.29
62870,Name3647,6.76
62871,Name4099,13.11
62872,Name1338,38.71
62873,Name6697,42.91
62874,Name5945,59.44
62875,Name3111,7.70
62876,Name998,66.45
62877,Name9931,1.74
62878,Name963,38.39
62879,Name9870,63.16
62880,Name1110,50.18
62881,Name5417,38.19
62882,Name8175,10.82
62883,Name7723,84.64
62884,Name7109,37.60
62885,Name4981,46.47
62886,Name3953,8.78
62887,Name5345,22.68
62888,Name8954,75.13
62889,Name775,27.37
62890,Name9499,84.45
62891,Name3090,16.40
62892,Name9484,82.43
62893,Name5813,27.43
62894,Name7807,99.71
62895,Name2251,12.64
62896,Name9902,61.24
62897,Name4166,74.81
62898,Name5574,82.62
62899,Name3971,63.93
62900,Name1277,74.17
62901,Name732,81.38
62902,Name1383,61.14
62903,Name4758,94.60
62904,Name6318,89.66
62905,Name8245,46.84
62906,Name8491,14.56
62907,Name4986,54.36
62908,Name8318,24.90
62909,Name2870,51.70
62910,Name6181,18.64
62911,Name2293,97.01
62912,Name1210,50.26
62913,Name8860,45.60
62914,Name6726,67.88
62915,Name641,53.70
62916,Name8934,87.39
62917,Name5015,48.41
62918,Name2758,38.13
62919,Name5222,45.90
62920,Name5186,31.38
62921,Name2331,76.30
62922,Name6823,67.46
62923,Name9066,61.35
62924,Name6094,18.92
62925,Name1150,67.00
62926,Name6059,30.89
62927,Name7183,11.68
62928,Name374,12.17
62929,Name1073,8.40
62930,Name6189,24.45
62931,Name6817,96.71
62932,Name7345,59.30
62933,Name7028,15.88
62934,Name149,51.02
62935,Name2147,16.18
62936,Name8380,60.90
62937,Name3761,66.22
62938,Name732,70.10
62939,Name9950,22.88
62940,Name8941,26.81
62941,Name8636,82.45
62942,Name4839,78.81
62943,Name925,85.45
62944,Name2299,54.82
62945,Name1645,94.00
62946,Name6104,84.24
62947,Name8095,85.92
62948,Name7969,33.89
62949,Name2483,31.37
62950,Name1848,96.01
62951,Name4258,84.75
62952,Name3225,46.29
62953,Name2574,84.37
62954,Name7224,64.22
62955,Name2528,41.41
62956,Name5181,69.18
62957,Name1056,77.79
62958,Name2670,44.50
62959,Name2705,32.26
62960,Name6833,5.79
62961,Name7448,37.18
62962,Name485,38.70
62963,Name7830,92.25
62964,Name262,84.90
62965,Name2708,10.71
62966,Name7572,15.98
62967,Name8901,58.09
62968,Name2192,75.27
62969,Name8842,28.58
62970,Name6841,10.75
62971,Name318,73.54
62972,Name303,66.76
62973,Name377,59.05
62974,Name3382,49.42
62975,Name9344,53.49
62976,Name9475,65.01
62977,Name6730,16.80
62978,Name4208,16.71
62979,Name4881,91.80
62980,Name9969,49.63
62981,Name726,95.00
62982,Name7232,13.06
62983,Name5361,44.32
62984,Name4715,23.84
62985,Name267,92.86
62986,Name6331,11.36
62987,Name6465,55.92
62988,Name2341,74.63
62989,Name5576,54.60
62990,Name5940,20.47
62991,Name5533,20.00
62992,Name3258,5.76
62993,Name9913,99.80
62994,Name5848,35.59
62995,Name6171,27.63
62996,Name1205,62.58
62997,Name7064,26.66
62998,Name5921,74.24
62999,Name3256,56.45
63000,Name7812,46.70
63001,Name1514,94.32
63002,Name5132,90.48
63003,Name438,68.19
63004,Name5552,5.15
63005,Name6522,15.28
63006,Name1709,46.89
63007,Name3276,88.34
63008,Name4816,51.98
63009,Name6221,9.16
63010,Name3706,31.29
63011,Name6130,67.02
63012,Name5683,48.14
63013,Name4619,20.77
63014,Name3853,96.98
63015,Name8495,11.26
63016,Name2213,79.52
63017,Name333,93.32
63018,Name4810,6.29
63019,Name2313,5.84
63020,Name7953,61.30
63021,Name8545,7.24
63022,Name2648,77.64
63023,Name528,30.28
63024,Name2302,84.40
63025,Name7662,60.58
63026,Name6820,98.50
63027,Name575,39.46
63028,Name7277,56.10
63029,Name6893,32.83
63030,Name6280,27.08
63031,Name8520,15.59
63032,Name3606,68.46
63033,Name7422,64.23
63034,Name8818,83.92
63035,Name9764,61.08
63036,Name2443,26.61
63037,Name1962,11.20
63038,Name2681,33.94
63039,Name380,80.03
63040,Name8349,53.40
63041,Name5268,37.98
63042,Name7666,96.50
63043,Name8943,66.19
63044,Name3699,49.05
63045,Name2526,49.18
63046,Name8664,45.77
63047,Name1016,56.85
63048,Name6450,67.04
63049,Name2178,99.33
63050,Name1922,89.27
63051,Name1251,34.82
63052,Name8879,83.56
63053,Name7735,66.79
63054,Name1350,36.57
63055,Name9092,28.46
63056,Name2855,1.33
63057,Name3653,2.54
63058,Name1107,1.80
63059,Name3292,16.58
63060,Name3160,75.66
63061,Name622,51.16
63062,Name6788,68.28
63063,Name1522,39.49
63064,Name9889,65.74
63065,Name418,53.08
63066,Name9415,86.77
63067,Name9745,27.67
63068,Name3261,56.51
63069,Name7238,25.59
63070,Name3685,72.42
63071,Name7084,18.56
63072,Name3302,21.86
63073,Name9673,55.42
63074,Name2452,13.13
63075,Name4275,52.09
63076,Name8109,88.85
63077,Name5132,29.26
63078,Name7696,40.90
63079,Name6889,34.32
63080,Name2606,44.38
63081,Name8980,59.39
63082,Name687,49.47
63083,Name427,83.18
63084,Name2153,1.00
63085,Name4663,1.63
63086,Name603,50.06
63087,Name55,21.53
63088,Name8403,9.24
63089,Name4952,98.90
63090,Name5730,39.97
63091,Name1759,43.22
63092,Name1971,92.72
63093,Name1928,48.36
63094,Name5009,48.62
63095,Name9024,32.39
63096,Name6770,62.74
63097,Name7809,79.18
63098,Name1112,14.87
63099,Name9340,81.25
63100,Name5010,85.71
63101,Name7161,33.00
63102,Name7886,18.82
63103,Name4536,97.68
63104,Name9208,75.25
63105,Name6233,65.93
63106,Name524,30.22
63107,Name7387,70.16
63108,Name5389,27.39
63109,Name3104,90.32
63110,Name2671,70.62
63111,Name380,20.26
63112,Name9862,29.39
63113,Name8033,60.71
63114,Name4046,4.71
63115,Name2159,4.77
63116,Name2508,38.56
63117,Name1292,93.15
63118,Name4883,51.10
63119,Name5924,71.54
63120,Name5022,36.38
63121,Name7732,13.11
63122,Name1086,18.03
63123,Name7780,42.48
63124,Name8186,25.60
63125,Name5862,25.02
63126,Name589,45.48
63127,Name3120,18.50
63128,Name9076,14.24
63129,Name3033,20.02
63130,Name495,52.22
63131,Name687,27.55
63132,Name5222,53.57
63133,Name5552,15.71
63134,Name2127,12.34
63135,Name5117,75.40
63136,Name6702,99.15
63137,Name3280,96.78
63138,Name2390,97.51
63139,Name307,98.55
63140,Name4206,0.10
63141,Name5159,86.01
63142,Name785,33.41
63143,Name4991,50.15
63144,Name2533,94.81
63145,Name3811,74.08
63146,Name7353,5.13
63147,Name2649,96.68
63148,Name5539,79.80
63149,Name2755,21.34
63150,Name9081,68.51
63151,Name7158,40.64
63152,Name8274,96.22
63153,Name7781,77.43
63154,Name4322,53.35
63155,Name5238,70.25
63156,Name3529,45.82
63157,Name4468,52.05
63158,Name4865,87.55
63159,Name9309,30.93
63160,Name1011,51.58
63161,Name5557,83.84
63162,Name3594,97.75
63163,Name4343,7.13
63164,Name7908,39.02
63165,Name4133,60.39
63166,Name9925,5.49
63167,Name9013,41.08
63168,Name2884,51.07
63169,Name298,22.12
63170,Name8462,4.05
63171,Name2039,23.39
63172,Name2813,65.84
63173,Name8604,60.58
63174,Name6755,71.39
63175,Name6861,98.09
63176,Name967,52.70
63177,Name6679,89.77
63178,Name7150,10.63
63179,Name9910,91.92
63180,Name2940,43.43
63181,Name6023,10.03
63182,Name4474,60.10
63183,Name9932,17.73
63184,Name4349,73.94
63185,Name2007,99.96
63186,Name4281,38.72
63187,Name5329,9.53
63188,Name7515,55.05
63189,Name5727,4.36
63190,Name779,84.55
63191,Name3299,19.63
63192,Name2363,93.09
63193,Name96,47.28
63194,Name3683,60.94
63195,Name1984,75.71
63196,Name9850,10.02
63197,Name119,89.48
63198,Name7468,87.35
63199,Name2302,39.15
63200,Name4599,16.75
63201,Name8563,90.54
63202,Name4528,53.27
63203,Name7138,89.60
63204,Name8294,0.57
63205,Name2172,87.47
63206,Name2480,83.88
63207,Name4354,50.63
63208,Name3080,78.42
63209,Name681,94.38
63210,Name7207,92.19
63211,Name8625,64.92
63212,Name6081,93.05
63213,Name4596,82.01
63214,Name9489,13.44
63215,Name143,76.77
63216,Name7386,39.87
63217,Name3702,50.22
63218,Name7521,16.83
63219,Name5859,15.07
63220,Name1902,82.85
63221,Name6706,41.77
63222,Name6903,12.10
63223,Name5214,28.62
63224,Name792,69.01
63225,Name4008,9.06
63226,Name8296,56.33
63227,Name9477,72.44
63228,Name8786,81.05
63229,Name1599,77.46
63230,Name6591,49.32
63231,Name9554,99.49
63232,Name6049,68.29
63233,Name1927,6.19
63234,Name3608,24.33
63235,Name9201,76.97
63236,Name3396,86.56
63237,Name4849,30.09
63238,Name7221,71.05
63239,Name6586,24.71
63240,Name2005,23.96
63241,Name2373,38.79
63242,Name2738,6.96
63243,Name2327,99.95
63244,Name8831,30.00
63245,Name1031,73.82
63246,Name7355,64.16
63247,Name9980,16.74
63248,Name8214,39.99
63249,Name8798,73.28
63250,Name4132,15.99
63251,Name3462,58.50
63252,Name1676,55.03
63253,Name858,87.22
63254,Name5536,1.62
63255,Name2522,92.24
63256,Name8503,10.81
63257,Name7511,9.58
63258,Name4291,46.71
63259,Name6611,25.95
63260,Name5465,28.91
63261,Name4459,1.73
63262,Name6170,43.54
63263,Name3487,24.47
63264,Name4336,74.37
63265,Name3090,13.37
63266,Name2242,69.75
63267,Name5551,51.70
63268,Name8997,47.48
63269,Name9834,74.96
63270,Name2686,57.59
63271,Name961,79.84
63272,Name8025,70.79
63273,Name5223,47.01
63274,Name4585,97.25
63275,Name4276,72.43
63276,Name6145,19.57
63277,Name3596,60.34
63278,Name6915,81.88
63279,Name7088,33.21
63280,Name9403,13.23
63281,Name5754,82.35
63282,Name2752,97.25
63283,Name8951,23.74
63284,Name4418,82.81
63285,Name3986,52.29
63286,Name5747,85.31
63287,Name2948,0.62
63288,Name5811,55.06
63289,Name5867,66.64
63290,Name2002,85.34
63291,Name2598,48.40
63292,Name5018,16.70
63293,Name5207,78.41
63294,Name9546,83.78
63295,Name897,82.60
63296,Name3792,12.32
63297,Name9887,34.62
63298,Name8699,99.49
63299,Name2249,43.33
63300,Name9427,79.08
63301,Name9888,87.03
63302,Name7686,46.51
63303,Name468,74.31
63304,Name9328,72.12
63305,Name8570,16.20
63306,Name6986,63.23
63307,Name3076,93.14
63308,Name3653,0.23
63309,Name765,39.19
63310,Name9254,73.72
63311,Name9925,71.61
63312,Name9847,85.87
63313,Name6568,79.89
63314,Name4560,62.81
63315,Name2881,2.91
63316,Name7147,22.60
63317,Name8134,59.88
63318,Name6827,46.24
63319,Name822,84.22
63320,Name9097,11.61
63321,Name4254,77.12
63322,Name7567,6.79
63323,Name1881,67.37
63324,Name6659,75.96
63325,Name7086,32.80
63326,Name491,39.01
63327,Name3874,58.84
63328,Name2827,32.19
63329,Name28,12.40
63330,Name6429,1.21
63331,Name4891,97.03
63332,Name7211,25.59
63333,Name4178,37.32
63334,Name5001,53.02
63335,Name4574,15.63
63336,Name5287,34.69
63337,Name3100,57.57
63338,Name8015,59.62
63339,Name3218,65.29
63340,Name8421,26.23
63341,Name4440,24.81
63342,Name3023,55.31
63343,Name6681,12.07
63344,Name8357,92.77
63345,Name8706,57.28
63346,Name7279,75.76
63347,Name1537,42.56
63348,Name597,56.50
63349,Name6851,14.25
63350,Name9525,23.48
63351,Name7886,67.61
63352,Name7540,46.37
63353,Name3789,34.71
63354,Name6104,16.77
63355,Name9369,45.60
63356,Name3646,97.08
63357,Name7644,54.62
63358,Name6840,69.50
63359,Name5423,11.53
63360,Name5935,22.77
63361,Name5715,4.21
63362,Name4037,46.99
63363,Name5136,51.28
63364,Name2425,51.84
63365,Name1097,52.81
63366,Name6868,68.40
63367,Name9883,55.01
63368,Name3961,89.88
63369,Name4520,28.36
63370,Name1030,66.06
63371,Name5898,4.51
63372,Name5310,93.29
63373,Name6409,2.37
63374,Name1931,39.49
63375,Name6727,35.95
63376,Name9618,75.65
63377,Name742,22.99
63378,Name6411,41.17
63379,Name4083,90.30
63380,Name3802,43.57
63381,Name1892,68.28
63382,Name5805,22.35
63383,Name1175,42.28
63384,Name8704,28.42
63385,Name3892,13.60
63386,Name6711,30.71
63387,Name5025,38.75
63388,Name5224,77.89
63389,Name4174,88.06
63390,Name6445,55.49
63391,Name4949,85.98
63392,Name9143,29.55
63393,Name3074,81.28
63394,Name5087,36.28
63395,Name6677,90.98
63396,Name6872,61.10
63397,Name7987,38.56
63398,Name9027,4.08
63399,Name743,76.12
63400,Name2130,4.41
63401,Name7401,4.80
63402,Name1370,81.39
63403,Name9226,71.73
63404,Name5452,97.55
63405,Name8123,91.45
63406,Name5397,92.50
63407,Name3739,23.98
63408,Name9033,8.27
63409,Name2686,9.19
63410,Name6463,98.50
63411,Name6355,91.84
63412,Name9639,91.71
63413,Name7782,38.01
63414,Name845,79.69
63415,Name1709,8.64
63416,Name2089,91.66
63417,Name8367,68.25
63418,Name1018,11.17
63419,Name6127,40.85
63420,Name9645,80.40
63421,Name6831,6.57
63422,Name7144,68.46
63423,Name8143,34.71
63424,Name9680,74.61
63425,Name2403,80.73
63426,Name8888,25.24
63427,Name9638,25.93
63428,Name8422,8.58
63429,Name491,22.18
63430,Name6225,65.72
63431,Name3262,27.84
63432,Name5902,80.43
63433,Name9932,46.16
63434,Name7702,91.74
63435,Name1532,68.92
63436,Name2075,77.69
63437,Name2778,69.40
63438,Name2442,7.80
63439,Name546,36.06
63440,Name1814,98.57
63441,Name9079,7.03
63442,Name8471,75.31
63443,Name9596,88.41
63444,Name1623,0.27
63445,Name516,14.41
63446,Name996,34.29
63447,Name2972,37.21
63448,Name1403,60.90
63449,Name8905,99.12
63450,Name5452,54.12
63451,Name3340,67.87
63452,Name9288,45.82
63453,Name2459,22.41
63454,Name7154,34.96
63455,Name6745,94.27
63456,Name4501,28.54
63457,Name9587,61.28
63458,Name9354,92.38
63459,Name5359,44.66
63460,Name6509,60.68
63461,Name9742,70.48
63462,Name7099,7.36
63463,Name5628,51.28
63464,Name2090,95.03
63465,Name8830,99.71
63466,Name1464,62.45
63467,Name5836,47.76
63468,Name3862,90.27
63469,Name3411,4.62
63470,Name8614,47.43
63471,Name3750,22.71
63472,Name7317,17.77
63473,Name5837,80.26
63474,Name1167,52.33
63475,Name4890,64.59
63476,Name8952,23.44
63477,Name4122,22.52
63478,Name3020,52.30
63479,Name3025,98.86
63480,Name7635,92.31
63481,Name5008,34.47
63482,Name1513,73.98
63483,Name7,29.01
63484,Name5927,17.75
63485,Name1503,80.96
63486,Name7737,43.05
63487,Name8111,68.80
63488,Name3154,84.24
63489,Name2926,12.45
63490,Name6610,90.53
63491,Name1499,93.72
63492,Name3210,49.87
63493,Name7303,28.41
63494,Name9564,15.70
63495,Name4542,50.83
